Sequencial;Sequencial_Reposta;Resposta;Aluno;Pergunta;Resposta2;NívelRubrica
4016;4016;4016;210;19;Ele criou o ze gotinha;3
4017;4017;4017;210;23;e quando você esta com muito medo ai e uma forma de falar;3
4018;4018;4018;210;24;Elas davam medo e eram assustadora;3
4020;4020;4020;210;29;1986;3
4021;4021;4021;210;31;Porque ele tinha tomado vacina;1
4022;4022;4022;210;33;Eles fizeram um concurso;3
4023;4023;4023;210;35;Porque mais de 10 mill pessoas pediram Zé Gotinha;3
4031;4031;4031;211;1;Darlan Rosa;1
4040;4040;4040;211;2;Um sorteio;3
4035;4035;4035;211;3;Para que todas as crianças se vacinarem;2
4041;4041;4041;211;4;para prevenir doenças;3
4043;4043;4043;211;8;Para dizer que o Autor disse;1
4042;4042;4042;211;9;doença que causa paralisia nas crianças;3
4044;4044;4044;211;10;Barreira de medo= muito medo deslanchou=acelerou;3
4045;4045;4045;211;12;Darlan virou até nome de prédio residencial na cidade Aqui, sou uma pessoa ilustre;1
4046;4046;4046;211;14;Informal, porque tem muitas palavras que são informais;1
4032;4032;4032;211;19;Relação de trabalho, dedicação, carinho;1
4033;4033;4033;211;23;Que todo mundo precisasse ficar com muito medo de pegar doenças contagiosas;3
4034;4034;4034;211;24;Eram assustadoras;3
4036;4036;4036;211;29;1986;3
4037;4037;4037;211;31;Porque a mascote não tinha um nome;3
4038;4038;4038;211;33;Pessoas enviaram sugestões de nomes para a mascote;2
4039;4039;4039;211;35;Porque foram mais de 10mil cartas pedindo o nome Zé Gotinha;3
4047;4047;4047;212;1;Zé Gotinha é o mascote da vacinassão;2
4056;4056;4056;212;2;Em um sorteio;3
4051;4051;4051;212;3;Era para as crianças enteder que tomar vacina e importante;2
4057;4057;4057;212;4;Para não facarmos doentes;3
4059;4059;4059;212;8;Significa que alguem vai falar;2
4058;4058;4058;212;9;E uma doença que da paralizia nas crianças;3
4060;4060;4060;212;10;Significa que o medos de toma vacina acabou;2
4061;4061;4061;212;12;Darlan virou até nome de predio residencial na cidade;3
4062;4062;4062;212;14;;1
4048;4048;4048;212;19;Eles;1
4049;4049;4049;212;23;Significa ter muito medo de algo;3
4050;4050;4050;212;24;Eram assustadoras;3
4052;4052;4052;212;29;Ele foi criado em 1986;3
4053;4053;4053;212;31;Porque ele não tinha nome;3
4054;4054;4054;212;33;Em um sorteio;1
4055;4055;4055;212;35;Porque no mome contem gotinha e isso significa gotas de vacinas;1
4063;4063;4063;213;1;Zé Gotinha é um personagem criado por Darlan Rosa, para a representação da campanha da vacinação.;3
4072;4072;4072;213;2;Para escolher um vencedor, foi feito um sorteio.;3
4067;4067;4067;213;3;Dar um nome au Zé Gotinha.;1
4073;4073;4073;213;4;Para se proteger, e proteger os outros au seu redor.;2
4075;4075;4075;213;8;Para expressar a fala de alguém ou de uma esplicação.;2
4074;4074;4074;213;9;Poliomielite e uma doença, que causa paralisia nas crianças.;3
4076;4076;4076;213;10;Os tantos medos que as crianças tinha, foi quebrado, ou seja as crianças, não tem mais medo de tomar vacina.;2
4077;4077;4077;213;12;"""Aqui sou uma pessoa ilustre"".";1
4078;4078;4078;213;14;Informal. Porque é uma palavra que nos falamos no dia a dia.;1
4064;4064;4064;213;19;Darlan Rosa é o pai e o criador do Zé gotinha.;3
4065;4065;4065;213;23;É ficar com muito medo de algo.;3
4066;4066;4066;213;24;Eram propagandas assustadoras.;3
4068;4068;4068;213;29;Zé Gotinha foi criado no ano 1986.;3
4069;4069;4069;213;31;Porque ele ainda não tinha um nome.;3
4070;4070;4070;213;33;Um concurso convidou todos os Brasileiros a mandar sugestões de nomes.;3
4071;4071;4071;213;35;Porque mais de 10 mil cartas sugeriram o nome Zé Gotinha.;3
4079;4079;4079;214;1;Um personagem que surgiu em 1986 para emcorajar as cianças a não terem medo de tomar vacina.;3
4088;4088;4088;214;2;Para descobir foi feito um sorteio.;3
4083;4083;4083;214;3;Para incentivar a população a se vacinar.;3
4089;4089;4089;214;4;Para se prevenir de doenças.;3
4091;4091;4091;214;8;Significa que essa frase foi dita por alguem .;2
4090;4090;4090;214;9;Uma doença que causa paralisia em crianças;3
4092;4092;4092;214;10;O medo das pessoas acabaram e a campanha deu certo.;2
4093;4093;4093;214;12;Darlan virou ate nome de predio residencial na cidade .;3
4094;4094;4094;214;14;Infomal porque algumas girias e expresões foram usadas no texto .;1
4080;4080;4080;214;19;Orgulho ele diz que o zé gotinha não nasceu como o mascote que é hoje mas sim como uma representação da vacina em si.;1
4081;4081;4081;214;23;Significa muito medo de ficar doente.;2
4082;4082;4082;214;24;Propagandas assustadoras deixando as crianças assustadas e com medo de ficar doente .;3
4084;4084;4084;214;29;foi criada em 1896.;1
4085;4085;4085;214;31;Porque não tinha nome .;3
4086;4086;4086;214;33;Perguntando aos brasileiros, a escolha foi feita por entregas de cartas.;3
4087;4087;4087;214;35;Pós combina com o personagem e com os brasileiros .;1
4095;4095;4095;215;1;Zé Gotinha é um mascote e ajuda as crianças a não terem medo da vacina.;3
4104;4104;4104;215;2;Foi feito um sorteio e quem levou o prêmio foi um menino do Distrito Federal.;3
4099;4099;4099;215;3;É para mostra as pessoas como é importante toma a vacina e também para não terem medo de toma vacina.;3
4105;4105;4105;215;4;Para não ficar doente;3
4107;4107;4107;215;8;Serve para enfatizar as expressões no texto destacando as palavras.;1
4106;4106;4106;215;9;Poliomielite e um doença que causa paralisia nas crianças.;3
4108;4108;4108;215;10;Barreira dos medos deslanchou.;1
4109;4109;4109;215;12;Darlan virou até nome de prédio residencial na cidade.;3
4110;4110;4110;215;14;É formal.;2
4096;4096;4096;215;19;Darlan Rosa é o pai do personagem Zé Gotinha.;2
4097;4097;4097;215;23;Eu acho que é quando alguém esta apavorado assutado.;3
4098;4098;4098;215;24;Eles passavam propagandas assustadoras.;3
4100;4100;4100;215;29;Ele foi criado em 1986;3
4101;4101;4101;215;31;Por que não tinha nome;3
4102;4102;4102;215;33;Eles fizeram um concurso e os basileiros mandaram cartas com varios nomes;3
4103;4103;4103;215;35;O nome Zé Gotinha foi escolido por que teve mais de 10 mil carta sugerindo esse nome.;3
4111;4111;4111;216;1;Uma celebridade para espalhar coragem;1
4120;4120;4120;216;2;Quem tivesse mais cartas ganhava;1
4115;4115;4115;216;3;Fazer as crianças perderam o medo de tomar vacina;3
4121;4121;4121;216;4;Para se prevenir de doenças sérias;3
4123;4123;4123;216;8;Para separar as palavras;1
4122;4122;4122;216;9;Uma doença que da paralisia infantil;3
4124;4124;4124;216;10;De perder o medo de tomar vacina;1
4125;4125;4125;216;12;As crianças começaram a querer ir no posto de vacinação,a barreira do medo acabou e a campanha deslanchou;1
4126;4126;4126;216;14;Formal;2
4112;4112;4112;216;19;Darlan Rosa sentia orgulho do Zé Gotinha;3
4113;4113;4113;216;23;Sentir muito medo;3
4114;4114;4114;216;24;Faziam propagandas assustadoras;3
4116;4116;4116;216;29;1986;3
4117;4117;4117;216;31;Estava triste justamente por ainda não ter um nome;3
4118;4118;4118;216;33;Pólio apelido da poliomielite, doença que causa  paralesia nas crianças;1
4119;4119;4119;216;35;Porque tinha 2 gotinha de pólio;1
4127;4127;4127;217;1;um boneco feito para ajudar as crianças;1
4136;4136;4136;217;2;por um sorteio que foi feito;3
4131;4131;4131;217;3;a fazer as criança não te medo de vacina;3
4137;4137;4137;217;4;para não ficar doente e não morrer.;2
4139;4139;4139;217;8;para avisar oque ele fez;1
4138;4138;4138;217;9;uma doenca que causa paralisia nas crianças;3
4140;4140;4140;217;10;barreiras do medo e que ele foi aida com muito medo;1
4141;4141;4141;217;12;Darlan virou ate nome de prédio residencial na cidade;3
4142;4142;4142;217;14;e formal porque e tudo fato;2
4128;4128;4128;217;19;boa por que que criou o zé gotinha;3
4129;4129;4129;217;23;quando a pessoa ta com muito medo de auguma coisa;3
4130;4130;4130;217;24;era propaganda assustadora;3
4132;4132;4132;217;29;como uma representação da vacina si;1
4133;4133;4133;217;31;por que ele ainda não tinha nome;3
4134;4134;4134;217;33;com pessoas que mandam carta e depois um sorteio;2
4135;4135;4135;217;35;por que mais de 10 mil pessoas votaram nesse nome;3
4143;4143;4143;218;1;É o mascote vacinação;2
4152;4152;4152;218;2;Um sorteio;3
4147;4147;4147;218;3;Passasse coragem para que iria vacinar;3
4153;4153;4153;218;4;Para não ficar doente e não transmitir a doença;3
4155;4155;4155;218;8;Emprego da palavra diferente do usual;1
4154;4154;4154;218;9;Doença que causa paralisia;3
4156;4156;4156;218;10;Barreira dos medos medo de algo,deslanchou avansou;2
4157;4157;4157;218;12;Darlan virou ate nome de predio residencial na cidade;3
4158;4158;4158;218;14;Formal por que reportagem e formal;2
4144;4144;4144;218;19;"Darlan e o ""criador"" do ze gotinha";3
4145;4145;4145;218;23;Ter Muito medo;3
4146;4146;4146;218;24;Assustadoras;3
4148;4148;4148;218;29;Em 1986;3
4149;4149;4149;218;31;Por que ele não tinha nome;3
4150;4150;4150;218;33;Por um sorteio;1
4151;4151;4151;218;35;Por que 10 mil cartas sugeriram o nome;3
4159;4159;4159;219;1;Zé Gotinha é o homem que encorajou milhares de crianças a perderem seu medo por causa da vacina ele disse na televisão que é preciso tomar para não ficarem doentes e aí passaram na cabeça delas que é presiso. Zá gotinha se tornou famoso.;1
4168;4168;4168;219;2;Em um sorteio;3
4163;4163;4163;219;3;Fazer as pessoas que elas escolhecem um nome para ele;1
4169;4169;4169;219;4;Para não ficar doente;3
4171;4171;4171;219;8;Para descobrirmos o e entender a materia;1
4170;4170;4170;219;9;Doença que causa paralesia nas crianças;3
4172;4172;4172;219;10;"A ""barreira dos medos"" significa o pavor da cidade e a palavra ""deslanchou"" significa... se acabou";1
4173;4173;4173;219;12;"""Até propaganda assustadoras passava na televisão";1
4174;4174;4174;219;14;Iinformal esta falando sobre a historia;1
4160;4160;4160;219;19;Boa muito boa eles são amigos slias foi ele quem criou o personagem Zé gotinha agora é muito feliz;3
4161;4161;4161;219;23;"""morrer de medo"" significa ficar apavorado, com muito ""medo"" ou até bastante preocupada";3
4162;4162;4162;219;24;Eram apavorantes assustadoras alias presisavam assustar as pessoas para que tomasem a vacina;3
4164;4164;4164;219;29;Em 1986;3
4165;4165;4165;219;31;Porque ele não tinha um nome;3
4166;4166;4166;219;33;Por meio de cartas que foram mandadas pelas pessoas;2
4167;4167;4167;219;35;Por causa de sua fisiomenia;1
4175;4175;4175;220;1;"Zé gotinha é um personagem que representa a vacina e incentiva as crianças a não 
deixarem de tomar vacina e não ficarem com medo de tomar a vacina.";3
4184;4184;4184;220;2;Com um sorteio.;3
4179;4179;4179;220;3;Incentivar as crianças a tomarem as vacinas;3
4185;4185;4185;220;4;Para tem imunidade contra aquela doença.;3
4187;4187;4187;220;8;Para indicar que alguém está falando;2
4186;4186;4186;220;9;Uma doença que causa paralisia nas crianças.;3
4188;4188;4188;220;10;Deslanchou: Fez sucesso. Barreira dos medos: o medo de tomar a vacina acabou.;2
4189;4189;4189;220;12;"""Darlan virou até nome de prédio residêncial na cidade.";3
4190;4190;4190;220;14;Formal.;2
4176;4176;4176;220;19;Ele foi o criador do personagem Zé gotinha, e atualmente Darlan Rosa tem 75 anos.;2
4177;4177;4177;220;23;Morrer de medo é uma expressão usada para significar que a pessoa está com muito medo.;3
4178;4178;4178;220;24;Assustadora, que assustava as crianças nós comerciais de vacina.;3
4180;4180;4180;220;29;1986 e atualmente tem 35 anos;3
4181;4181;4181;220;31;Porque ela ainda não tinha um nome.;3
4182;4182;4182;220;33;Em um concurso.;3
4183;4183;4183;220;35;Por que muitas pessoas gostaram deste nome(10.000) pessoas.;3
4191;4191;4191;221;1;Mascote da vacina.;2
4200;4200;4200;221;2;Sorteando;3
4195;4195;4195;221;3;Criar coragem para tomar vacina;3
4201;4201;4201;221;4;Para se proteger;3
4203;4203;4203;221;8;Para citar uma frase;2
4202;4202;4202;221;9;Era uma doença que paralisava as crianças;2
4204;4204;4204;221;10;1= todos os medos acabaram 2= a campanha decoloupropaganda assustadora passavam na televisão,;2
4205;4205;4205;221;12;"Fato= ""Darlan virou nome até de prédio Opinião= "" aqui sou uma pessoa ilustre"".";2
4206;4206;4206;221;14;Formal;2
4192;4192;4192;221;19;Darlan Rosa criou Zé Gotinha;3
4193;4193;4193;221;23;Sentir muito medo;3
4194;4194;4194;221;24;Propaganda assustadora passavam na televisão,;3
4196;4196;4196;221;29;1986;3
4197;4197;4197;221;31;Pois ainda não tinha nome;3
4198;4198;4198;221;33;Um sorteio;1
4199;4199;4199;221;35;Todo mundo gostou.;1
4207;4207;4207;222;1;O ze gotinha era uma representação da vacina e não um mascote.;1
4216;4216;4216;222;2;foi feito um sorteio um menino do distrito federal ganhou este premio;3
4211;4211;4211;222;3;o ze gotinha ele tentava tirar o medo de tomar vacina;3
4217;4217;4217;222;4;para se proteger de doeças gripe que pode matar e etc...;3
4219;4219;4219;222;8;para ajudar na leitura;1
4218;4218;4218;222;9;E uma doença que causa paralisia nas crianças;3
4220;4220;4220;222;10;as crianças tavam com muito medo ai veio o ze gotinha e tirou o medo das crianças;2
4221;4221;4221;222;12;ele devia ter virado nome de predio mesmo ele ajudou muito na vacinação;1
4222;4222;4222;222;14;informal, as palavras que agente usa no dia a dia;1
4208;4208;4208;222;19;Ele criou para ajudar na vacinação;1
4209;4209;4209;222;23;ficar com muito medo de morre etão ele entenderam se não tomar a vacina eles vão morrer;1
4210;4210;4210;222;24;ele ficava no cantivo chorando por que não tinha um nome;1
4212;4212;4212;222;29;ele foi criado em 1986 por Darlan Rosa;3
4213;4213;4213;222;31;por que ele não tinha um nome;3
4214;4214;4214;222;33;Ele convidou todos os brasileiros para fazer uma votação 10 mil cartas sugerindo o nome ze gotinha;2
4215;4215;4215;222;35;o nome seria este foi feito um sorteio um menino do distrito federal ganhou este premio;1
4223;4223;4223;223;1;Mascote de vacina;2
4232;4232;4232;223;2;Quem seria aprovado;1
4227;4227;4227;223;3;Ele tirar o medo das crianças;2
4233;4233;4233;223;4;Para evitar doenças;3
4235;4235;4235;223;8;Para mostrar as falas de darlan;3
4234;4234;4234;223;9;Uma doença;2
4236;4236;4236;223;10;Que o medo acabou e a campanha aumentou;2
4237;4237;4237;223;12;.;1
4238;4238;4238;223;14;Formal. Podemos ver que não tem nenhum palavra informal;2
4224;4224;4224;223;19;Uma representação em si;1
4225;4225;4225;223;23;Ficar com muito medo;3
4226;4226;4226;223;24;Propaganda assustadora;3
4228;4228;4228;223;29;1986;3
4229;4229;4229;223;31;Por que não tinha um nome;3
4230;4230;4230;223;33;Pessoas mandava cartas em caminhões do município;1
4231;4231;4231;223;35;Por que algum fã deu esse nome;1
4239;4239;4239;224;1;E uma vacina.;1
4248;4248;4248;224;2;Um menino do Distrito federal.;1
4243;4243;4243;224;3;Era para passase coragem para tiase vacinada.;3
4249;4249;4249;224;4;para não pegar doença;2
4251;4251;4251;224;8;Para que e uma palavra importante;1
4250;4250;4250;224;9;E uma vacina.;1
4252;4252;4252;224;10;que fechou o posto.;1
4253;4253;4253;224;12;ajudar;1
4254;4254;4254;224;14;formal;2
4240;4240;4240;224;19;Eles eram amigos.;1
4241;4241;4241;224;23;Era pra ficar com muito medo.;3
4242;4242;4242;224;24;Eram assustadora.;3
4244;4244;4244;224;29;5 de fevereiro 2021 as 23h15;1
4245;4245;4245;224;31;porque o zé gotinha não tinha nome.;3
4246;4246;4246;224;33;Quando chegou um caminhão cheio de cartas;1
4247;4247;4247;224;35;Que era pra so um vencedor.;1
4255;4255;4255;225;1;Ele é Darlam;1
4264;4264;4264;225;2;fizeram um sorteio;3
4259;4259;4259;225;3;para as familias entendetem que a vacina é um asunto serio;2
4265;4265;4265;225;4;para ter mesma chance de pagar a doença.;3
4267;4267;4267;225;8;fala da possoa entrevistada;2
4266;4266;4266;225;9;pólio;1
4268;4268;4268;225;10;o primeiro e ´´os medos´´.o segundo é bombou.;2
4269;4269;4269;225;12;Darlan virou até nome de predio;2
4270;4270;4270;225;14;informal. esta escrito que ele brinca.;1
4256;4256;4256;225;19;ele é criador e pai.;3
4257;4257;4257;225;23;ficar com medo;2
4258;4258;4258;225;24;ele fica um canto triste falam do que não tem um nome;1
4260;4260;4260;225;29;Em 1986.;3
4261;4261;4261;225;31;porque ele não tinha nome;3
4262;4262;4262;225;33;um concurso;3
4263;4263;4263;225;35;porque muitas pessoas pediram esse nome;2
4271;4271;4271;226;1;Foi um desenho criado para espalhar coragem;2
4280;4280;4280;226;2;Foi feito um sorteio;3
4275;4275;4275;226;3;Era encorajar as crianças a se vacinar;3
4281;4281;4281;226;4;Para preferir (prevenir) as doenças;
4283;4283;4283;226;8;Para mostrar as partes importantes;1
4282;4282;4282;226;9;Doença que causa paralisia nas crianças;3
4284;4284;4284;226;10;Que o medo foi vencido;1
4285;4285;4285;226;12;Ficou sendo uma pessoa importante;1
4286;4286;4286;226;14;Informal porque conta uma história;1
4272;4272;4272;226;19;Ele criou o Zé gotinha para encorajar as crianças a se vacinar;3
4273;4273;4273;226;23;Sentir muito medo;3
4274;4274;4274;226;24;Eram assustadoras;3
4276;4276;4276;226;29;Em 1986;3
4277;4277;4277;226;31;Por ainda não ter um nome;3
4278;4278;4278;226;33;Foi feito um concurso;3
4279;4279;4279;226;35;Porque receberam mais de 10000 mil. Cartas;2
4287;4287;4287;227;1;É um personagem brasileiro criado para as campanhas de vacinação.;3
4296;4296;4296;227;2;Foi feito um sorteio para escolhe o ganhador do prêmio.;3
4291;4291;4291;227;3;por causa da vacina aquela das gotinhas;1
4297;4297;4297;227;4;"É importante ser vacinado para que todos
sejam imunizados de doenças.";3
4299;4299;4299;227;8;Para destacar um trecho importante descrito na reportagem.;1
4298;4298;4298;227;9;É uma doença de paralisia infantil.;3
4300;4300;4300;227;10;"Barreira dos medos: o medo a cabou
deslanchou: a campanha aumentou.";1
4301;4301;4301;227;12;"Aqui, sou uma pessoa ilustre, 'brinca"".";1
4302;4302;4302;227;14;É formal pois explica sobre a vacinação.;2
4288;4288;4288;227;19;"Zé gotinha foi criado em 1986 pelo artista plástico darlan rosa para
campanha de vacinação";2
4289;4289;4289;227;23;Franstorno de ansiedade, foeria e sindrome do pânico.;1
4290;4290;4290;227;24;"Até propaganda assustadora passavam na televisão pensando realmente
ficar doente é uma coisa chata";3
4292;4292;4292;227;29;foi em 1986 (outra letra);3
4293;4293;4293;227;31;Dizia que estava triste justamente por ainda não ter um nome.;3
4294;4294;4294;227;33;"A escolha foi feita atraves de um concurso que convidou
então todos os brasileiros a participar da escolha.";3
4295;4295;4295;227;35;Porque mais de 10.000 cartas chegarão com o nome zé gotinha.;3
4303;4303;4303;228;1;Mascote da vacina.;2
4312;4312;4312;228;2;Foi escolhido nacionalmente através de um concurso promovido pelo Ministério da saúde e de escolas de todo Brasil. Foi sugestão de um aluno de Brasília.;1
4307;4307;4307;228;3;Que todas as crianças fossem vacinadas.;2
4313;4313;4313;228;4;Para combater as doenças.;3
4315;4315;4315;228;8;"As "" aspas "" são usadas para : citações; destacar palavras pouco usadas.";2
4314;4314;4314;228;9;É uma doença transmitida por água, e alimentos contaminados,ou contatos com uma pessoa infectada.;1
4316;4316;4316;228;10;Ficou bem claro que todas as crianças deveriam ser vacinadas.;1
4317;4317;4317;228;12;Aqui sou uma pessoa ilustre,brincou.;1
4318;4318;4318;228;14;Informal.;1
4304;4304;4304;228;19;O criador do Zé Gotinha.;3
4305;4305;4305;228;23;Morrer de medo é uma expressão que falamos por significar ter muito medo, ou trauma de alguma coisa.;3
4306;4306;4306;228;24;Um boneco com duas gotinhas do pódio.;1
4308;4308;4308;228;29;Em 1986;3
4309;4309;4309;228;31;Por que ainda não tinha um nome.;3
4310;4310;4310;228;33;As pessoas enviava cartinhas dando sugestões qual nome seria.;2
4311;4311;4311;228;35;Por causa das duas gatinhas.;1
4319;4319;4319;229;1;Um mascote da vacina polio;2
4328;4328;4328;229;2;Através de soeteio;3
4323;4323;4323;229;3;Que se perdesse o medo de tomar vacina;3
4329;4329;4329;229;4;Para evitar complicações da doença;2
4331;4331;4331;229;8;Não lembro;1
4330;4330;4330;229;9;Uma paralisia infantil;3
4332;4332;4332;229;10;Deu certo;2
4333;4333;4333;229;12;Virou nome de prédio;2
4334;4334;4334;229;14;Formal, entendemos facil ler;2
4320;4320;4320;229;19;Ele o criou;2
4321;4321;4321;229;23;Ficar com muito medo de algo;3
4322;4322;4322;229;24;Assustadoras;3
4324;4324;4324;229;29;1986;3
4325;4325;4325;229;31;Pois não tinha nome;3
4326;4326;4326;229;33;Através de cartinha;2
4327;4327;4327;229;35;Pois teve 10mil votos para este nome;2
4335;4335;4335;230;1;Um personagem.;2
4344;4344;4344;230;2;Foi sorteado.;3
4339;4339;4339;230;3;Que as crianças não tenham medo da vacina.;2
4345;4345;4345;230;4;Porque as vacinas previne de muitas doenças.;3
4347;4347;4347;230;8;Pra avisar que aquilo foi copiado de algum lugar.;1
4346;4346;4346;230;9;É uma doença que causa parisilia nas crianças.;3
4348;4348;4348;230;10;A barreira dos medos: um medo muito grande te impedindo. Deslanchou: que deu sucesso.;3
4349;4349;4349;230;12;Darlan virou até nome de prédio residencial na cidade.;3
4350;4350;4350;230;14;É informal . Porque tinham palavras bem avontade.;1
4336;4336;4336;230;19;Ela é a criadora do personagem.;2
4337;4337;4337;230;23;Muito medo de alguma coisa.;3
4338;4338;4338;230;24;Assustadoras;3
4340;4340;4340;230;29;Em 1986.;3
4341;4341;4341;230;31;Porque ela não tinha nome.;3
4342;4342;4342;230;33;Foi feita uma campanha.;1
4343;4343;4343;230;35;Porque muitas pessoas aviam escolhido esse nome.;2
4351;4351;4351;231;1;ele aguda a não ter nedo de vasima;2
4360;4360;4360;231;2;guem reseber nas carimo;1
4355;4355;4355;231;3;de 8 pra baxo;1
4361;4361;4361;231;4;pra ser guerado;1
4363;4363;4363;231;8;para saber sobre o ze cotinha;1
4362;4362;4362;231;9;um tipo de vasina;1
4364;4364;4364;231;10;sim;2
4365;4365;4365;231;12;gue dia ele naceu e de resebeu o mone;1
4366;4366;4366;231;14;ele apresemta a vasina;1
4352;4352;4352;231;19;ele os aguda;1
4353;4353;4353;231;23;si ela a presemta muito medo;2
4354;4354;4354;231;24;era polamdo sobre a vasina;1
4356;4356;4356;231;29;1986;3
4357;4357;4357;231;31;por causa do vasina gue ele tomo;1
4358;4358;4358;231;33;1994;1
4359;4359;4359;231;35;por fase parte das vasina e ser uma vasina;1
4367;4367;4367;232;1;Um mascote da campanha da vacinação da paralisia infantil.;3
4376;4376;4376;232;2;Por sorteio.;3
4371;4371;4371;232;3;Que as crianças não ficasse com medo tomar injeção.;3
4377;4377;4377;232;4;Para ser imonizado e não ficar doente.;3
4379;4379;4379;232;8;Para explicar.;1
4378;4378;4378;232;9;A doença da paralisia infantil.;3
4380;4380;4380;232;10;Que as crianças não ficaram com medo detomar injeção e a campanha foi sucesso.;2
4381;4381;4381;232;12;Darlan ficou conhecida.;1
4382;4382;4382;232;14;Formal.;2
4368;4368;4368;232;19;Ela quem criou o zé gotinha .;3
4369;4369;4369;232;23;Ter muito medo.;3
4370;4370;4370;232;24;Não tinha.;1
4372;4372;4372;232;29;Foi criada em 1986.;3
4373;4373;4373;232;31;Porque não era conhecida ainda.;2
4374;4374;4374;232;33;Por sugestão em concurso.;3
4375;4375;4375;232;35;Porque este nome que foi sorteado.;1
4383;4383;4383;233;1;Zé Gotinha é um personagem criado por Darlan Rosa.;2
4392;4392;4392;233;2;Foi feito um sorteio.;3
4387;4387;4387;233;3;A principal ideia era fazer com que as crianças não tivesse medo de tomar vacina.;3
4393;4393;4393;233;4;Porque é importante se prevenir contra as doenças.;3
4395;4395;4395;233;8;Para mostrar que essa frase foi dita pelo Darlan.;3
4394;4394;4394;233;9;Poliomielite é uma doença que dá paralisia nas crianças.;3
4396;4396;4396;233;10;A barreira dos medos significa: Uma parrede de medos. Deslanchou significa: Uma coisa avançou.;3
4397;4397;4397;233;12;""" Darlan virou até nome de prédio residencial na cidade";3
4398;4398;4398;233;14;Formal. Porque metade do texto fala sobre a vacina.;2
4384;4384;4384;233;19;A relação de Darlan e o personagem Zé Gotinha é de pai e personagem,. Darlan criou o Zé Gotinha;3
4385;4385;4385;233;23;Morrer de medo significa muito medo.;3
4386;4386;4386;233;24;As propagandas eram assustadoras.;3
4388;4388;4388;233;29;A mascote Zé Gotinha foi criada em 1986.;3
4389;4389;4389;233;31;Porque a mascote não tinha nome.;3
4390;4390;4390;233;33;Foi feita a escolha do nome com um concurso.;3
4391;4391;4391;233;35;Porque muitas pessoas votaram no nome Zé Gotinha.;1
4399;4399;4399;234;1;É um mascote que foi criado ha 35 anos para dar coragem e convencer as pessoas que tinham medo de tomar vacina, e assim fazendo com que as pessoas tomacem coragem.;3
4408;4408;4408;234;2;A primeira pessoa há mandar a carta e o nome fosse perfeito ganha o prêmio.;1
4403;4403;4403;234;3;Encoorajar as pessoas a tomar vacina e sumir com o medo de vacinar.;3
4409;4409;4409;234;4;Para prevenção de não pegar tal doença.;3
4411;4411;4411;234;8;Serve para abreviar uma palavra e resumi-la em outras palavras.;1
4410;4410;4410;234;9;É uma doença de paralisia que da nas crianças.;3
4412;4412;4412;234;10;É uma frase ou palavra que se resume em uma certa frase ou palavra sobre o acontecimento ou sento e etc.;1
4413;4413;4413;234;12;Darlan Virou até nome de predio residencial na cidade.;3
4414;4414;4414;234;14;Formal. Porque pelas palavras que eu li todas são formais, então é formal.;2
4400;4400;4400;234;19;Darlan Rosa é o pai do Zé Gotinha que ganhou esse nome em um concurso.;2
4401;4401;4401;234;23;Significa que a pessoa te pavor de alguma coisa por exemplo a vacina.;3
4402;4402;4402;234;24;Para as famílias entenderem que vacina é assunto sério, precisava ter medo de ficar doente.;2
4404;4404;4404;234;29;Há 35 anos atrás, em 1986;3
4405;4405;4405;234;31;Porque ela não tinha um nome por isso ela chorava.;3
4406;4406;4406;234;33;Foi feito um concurso pra ver quem dá o melhor nome pra ele. E um menino do Distrito Federal mandou uma carta com o nome Zé Gotinha e ai apareceram mais de 10.000 cartas com esse nome e então o menino ganhou o prêmio.;3
4407;4407;4407;234;35;Porque ele tem o formato de gota e ele tinha as duas gotinhas da vacina.;1
4415;4415;4415;235;1;O Zé gotinha é um boneco feito de duas gotinhas de pólio.;2
4424;4424;4424;235;2;Foi feito um sorteio;3
4419;4419;4419;235;3;Para que todas as crianças tomem a vacina;2
4425;4425;4425;235;4;Para ficar imune a doença;3
4427;4427;4427;235;8;Para avizar alguma coiza;1
4426;4426;4426;235;9;Doença causada por paralisia nas crianças;2
4428;4428;4428;235;10;Com muito menos medos e acabou;2
4429;4429;4429;235;12;"""Aqui sou uma pessoa ilustre""";1
4430;4430;4430;235;14;O texto é formal porque ele (ilegivel);2
4416;4416;4416;235;19;Darlan Reis inventou Zé gotinha e pureso a relação e forte;3
4417;4417;4417;235;23;Morrer de medo significa não gostar de alguma coisa;1
4418;4418;4418;235;24;As propagandas eram chata.;2
4420;4420;4420;235;29;Ele foi criado em 1986;3
4421;4421;4421;235;31;Porque ele não tinha nome;3
4422;4422;4422;235;33;Foi um concurso para escolher o nome;2
4423;4423;4423;235;35;Porque os organizadores entenderam que o nome seria este.;2
4431;4431;4431;236;1;Um personagem da coragem;2
4440;4440;4440;236;2;Por um sorteio;3
4435;4435;4435;236;3;Que ele levasse às pessoas para vacinar;2
4441;4441;4441;236;4;Para não ficar doente;3
4443;4443;4443;236;8;Para dar uma pausa;1
4442;4442;4442;236;9;Era uma doença que as crianças pegavam;2
4444;4444;4444;236;10;A barreira dos medos quer dizer que as pessoas tinham muito medo,e deslanchou quer dizer que a campanha deu certo;3
4445;4445;4445;236;12;Aqui,sou uma pessoa ilustre;1
4446;4446;4446;236;14;E formal porque ele está afirmando;2
4432;4432;4432;236;19;A relação e que ele e o dono;2
